Name,Description,Value
Achieved waves,number of achieved waves,"28,896.0"
Dispatched waves,number of dispatched waves,"28,896.0"
AP active cycles,number of wave instruction cycles executed on the AP,"1,629,399,583.30"
AP MTE Duty ratio,MTE Duty ratio relative to AP active,0.04%
AP STE Duty ratio,STE Duty ratio relative to AP active,1.61%
AP MMA Duty ratio,MMA Duty ratio relative to AP active,0.00%
VLS Duty ratio,VLS Duty ratio relative to AP active,0.0%
L2C Duty ratio,L2C Duty ratio relative to L2C active,27.89%
instruction per cycle,The number of instructions per busy cycle across all sub-unit instances,17.97
instruction throughput,The percent of achieved instructions and theoretical instructions during all busy cycles ,0.17
instruction throughput efficiency,The percentage of the maximum instruction throughput achieved during all busy cycles ,4.32%
instruction number,The total number of instructions,"279,622,464.0"
instructions per AP,The number of instructions per PEU,"2,688,677.54"
