Name,Description,Value
Total Instructions,number of all instructions,"18,128,579,211"
Compute Instructions,number of compute instructions,"15,568,759,713"
Memory Instructions,number of memory instructions,"2,559,819,498"
Total Cycles,cycles use by kernel,"17,454,389.81(Kcycles)"
Memory Access per Second,memory access per second,"390,691.52(MB/s)"
Average AP busy cycles,Average busy cycles per AP,"543,227,265.0"
AP busy Duty,average AP busy duty of total cycles,3.11%
Compute Instructions busy Duty,Compute Instructions busy duty of total AP cycles,39.62%
RoofLine,,"{
    ""processed_data"": {
        ""all_ops"": 230415319872.0,
        ""all_memacs"": 247270867968.0,
        ""during"": 543227265.0,
        ""block_num"": 104,
        ""vl1_memacs"": 170471221993.45166,
        ""l2c_memacs"": 730883400288.5192
    },
    ""data"": {
        ""all_ops"": 230415319872.0,
        ""all_memacs"": 247270867968.0,
        ""block_num"": 104,
        ""during"": 543227265.0,
        ""core_clk"": 1.125,
        ""MAX_Flops_base"": 1,
        ""case_flops"": 4.078462302230272,
        ""MAX_Bandwith"": 1843.2,
        ""MAX_I"": 260.0,
        ""case_I"": 7.96439032422757,
        ""case_bandwith"": 512.0871951521063,
        ""case_VL1_I"": 11.552458445938411,
        ""case_L2C_I"": 2.694495055613903,
        ""mc_clk"": 0.9
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720004853/RoofLine20260720004945779.png""
}"
WORKGROUPS,ce send workgroup,"13,261,989.0"
WAVES,ce send waves,"27,177,390.0"
Average Wave life cycles,average life cycles per wave from start to end,"22,524.78"
Compute Instructions Cycles Rate,rate between compute instructions cycles,"{
    ""data"": {
        ""MTE_4CYCLES"": 17697991.039072886,
        ""MTE_16CYCLES"": 25512010477.074203,
        ""MMA_16CYCLES"": 182522264485.31006,
        ""MMA_32CYCLES"": 0.0
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720004853/Compute_Instructions_Cycles_Rate20260720004946717.png""
}"
DPC Computing cycles comparison,Comparison on AP computing cycles,"{
    ""data"": {
        ""0"": 859957240.0
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720004853/DPC_Computing_cycles_comparison20260720004946847.png""
}"
ISU stall cycles layout,ISU stall cycles layout,"{
    ""data"": {
        ""wsm_stall"": 3155346441.202666,
        ""vls_pipeline_stall"": 28049220571.16924,
        ""vls_wdata_stall"": 517278.06229348504,
        ""valu_stall"": 0.0
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720004853/ISU_stall_cycles_layout20260720004947117.png""
}"
Instructions Comparison,Comparison between all instructions,"{
    ""data"": {
        ""MTE"": 9335993581.618626,
        ""MMA"": 2863331107.47312,
        ""STE"": 2035024.520762618,
        ""GVM"": 728885842.0442531,
        ""BSM"": 1626118312.8535714,
        ""LDU"": 204815344.04653817,
        ""MISC"": 3367400000.223099
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720004853/Instructions_Comparison20260720004946955.png""
}"
Global Read Instructions,Number of global read instructions in all APs,"552,589,779"
Global Write Instructions,Number of global write instructions in all APs,"56,690,186"
Global Atomic Instructions,Number of global atomic instructions in all APs,"117,901,736.27"
Private Read Instructions,Number of private read instructions in all APs,316
Private Write Instructions,Number of private write instructions in all APs,"658,954"
Constant Read Instructions,Number of smem instructions in all APs,"204,815,344"
Constant Read SL1 Instructions,Num of LDU instructions in all SL1s,"204,503,455"
Constant Read L2 Instructions,Num of SL1 data miss requests,"1,646,167"
Constant SL1 Hit Rate,Total LDU instructions hit rate in all SL1s,99.32%
VL1 Read Instructions,total read instructions in all VL1s,"551,447,752"
VL1 Write Instructions,total write instructions in all VL1s,"57,350,057"
VL1 Atomic Instructions,total atomic instructions in all VL1s,"117,795,269.69"
VL1 Hit Rate,hit rate of all instructions in all VL1s,84.53%
L2C Read Instructions,total read instructions in all L2Cs,"5,756,631,456"
L2C Write Instructions,total write instructions in all L2Cs,"661,464,704"
L2C Atomic Instructions,total atomic instructions in all L2Cs,"234,880,000.0"
L2C Hit Rate,hit rate of all instructions in all L2Cs,70.00%
Total Atomic Instructions,"total atomic instructions in memory access, include global atomic and shared memory atomic","117,828,678.96"
Dnoc Read Req,number of dnoc read requests,"1,638,284,640.0"
Dnoc Write Req,number of dnoc write requests,"322,248,192.0"
Global Memory Read bytes,bytes read from global memory,"206,023,108,608.0byte"
Global Memory Write bytes,bytes write from global memory,"41,247,759,360.0byte"
Dnoc Read Average Latency,average latency of dnoc read request,264.90
