Name,Description,Value
Total Instructions,number of all instructions,"380,804,967"
Compute Instructions,number of compute instructions,"298,999,566"
Memory Instructions,number of memory instructions,"81,805,401"
Total Cycles,cycles use by kernel,"16,726.47(Kcycles)"
Memory Access per Second,memory access per second,"248,207.05(MB/s)"
Average AP busy cycles,Average busy cycles per AP,"15,771,174.0"
AP busy Duty,average AP busy duty of total cycles,94.29%
Compute Instructions busy Duty,Compute Instructions busy duty of total AP cycles,"3,647,700.0%"
RoofLine,,"{
    ""processed_data"": {
        ""all_ops"": 9452975360.0,
        ""all_memacs"": 4560742400.0,
        ""during"": 15771174.0,
        ""block_num"": 104,
        ""vl1_memacs"": 3895854489.6,
        ""l2c_memacs"": 22371355852.8
    },
    ""data"": {
        ""all_ops"": 9452975360.0,
        ""all_memacs"": 4560742400.0,
        ""block_num"": 104,
        ""during"": 15771174.0,
        ""core_clk"": 1.125,
        ""MAX_Flops_base"": 1,
        ""case_flops"": 5.763299158715378,
        ""MAX_Bandwith"": 1843.2,
        ""MAX_I"": 260.0,
        ""case_I"": 17.71524328946559,
        ""case_bandwith"": 325.3299469018603,
        ""case_VL1_I"": 20.73862394303044,
        ""case_L2C_I"": 3.611522776187431,
        ""mc_clk"": 0.9
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720014812/RoofLine20260720014901311.png""
}"
WORKGROUPS,ce send workgroup,"4,128.0"
WAVES,ce send waves,"16,512.0"
Average Wave life cycles,average life cycles per wave from start to end,"779,135.85"
Compute Instructions Cycles Rate,rate between compute instructions cycles,"{
    ""data"": {
        ""MTE_4CYCLES"": 373848192.0,
        ""MTE_16CYCLES"": 566427648.0,
        ""MMA_16CYCLES"": 7574913024.0,
        ""MMA_32CYCLES"": 0.0
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720014812/Compute_Instructions_Cycles_Rate20260720014901906.png""
}"
DPC Computing cycles comparison,Comparison on AP computing cycles,"{
    ""data"": {
        ""0"": 23345280.0
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720014812/DPC_Computing_cycles_comparison20260720014902034.png""
}"
ISU stall cycles layout,ISU stall cycles layout,"{
    ""data"": {
        ""wsm_stall"": 158246673.6,
        ""vls_pipeline_stall"": 898918027.2,
        ""vls_wdata_stall"": 25.462393604940253,
        ""valu_stall"": 0.0
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720014812/ISU_stall_cycles_layout20260720014902366.png""
}"
Instructions Comparison,Comparison between all instructions,"{
    ""data"": {
        ""MTE"": 95687040.0,
        ""MMA"": 118358016.0,
        ""STE"": 270.20290055768834,
        ""GVM"": 15080409.6,
        ""BSM"": 66576384.0,
        ""LDU"": 148608.0,
        ""MISC"": 84954240.0
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720014812/Instructions_Comparison20260720014902200.png""
}"
