Name,Description,Value
Total Instructions,number of all instructions,"1,474,377,137"
Compute Instructions,number of compute instructions,"1,299,076,370"
Memory Instructions,number of memory instructions,"175,300,767"
Total Cycles,cycles use by kernel,"8,910,641.17(Kcycles)"
Memory Access per Second,memory access per second,"329,465.12(MB/s)"
Average AP busy cycles,Average busy cycles per AP,"80,696,981.0"
AP busy Duty,average AP busy duty of total cycles,0.91%
Compute Instructions busy Duty,Compute Instructions busy duty of total AP cycles,44.88%
RoofLine,,"{
    ""processed_data"": {
        ""all_ops"": 29559067392.0,
        ""all_memacs"": 30975913984.0,
        ""during"": 80696981.0,
        ""block_num"": 104,
        ""vl1_memacs"": 29742580368.8777,
        ""l2c_memacs"": 101074446878.78088
    },
    ""data"": {
        ""all_ops"": 29559067392.0,
        ""all_memacs"": 30975913984.0,
        ""block_num"": 104,
        ""during"": 80696981.0,
        ""core_clk"": 1.125,
        ""MAX_Flops_base"": 1,
        ""case_flops"": 3.522087175059917,
        ""MAX_Bandwith"": 1843.2,
        ""MAX_I"": 260.0,
        ""case_I"": 8.156066089656715,
        ""case_bandwith"": 431.83651730416034,
        ""case_VL1_I"": 8.49427314334122,
        ""case_L2C_I"": 2.499559576556674,
        ""mc_clk"": 0.9
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720015431/RoofLine20260720015515451.png""
}"
WORKGROUPS,ce send workgroup,"3,029,134.0"
WAVES,ce send waves,"6,454,518.0"
Average Wave life cycles,average life cycles per wave from start to end,"16,258.91"
Compute Instructions Cycles Rate,rate between compute instructions cycles,"{
    ""data"": {
        ""MTE_4CYCLES"": 7621750945.3447695,
        ""MTE_16CYCLES"": 6492480507.300498,
        ""MMA_16CYCLES"": 23268698402.026352,
        ""MMA_32CYCLES"": 0.0
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720015431/Compute_Instructions_Cycles_Rate20260720015516415.png""
}"
DPC Computing cycles comparison,Comparison on AP computing cycles,"{
    ""data"": {
        ""0"": 144613032.0
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720015431/DPC_Computing_cycles_comparison20260720015516545.png""
}"
ISU stall cycles layout,ISU stall cycles layout,"{
    ""data"": {
        ""wsm_stall"": 423284296.6145561,
        ""vls_pipeline_stall"": 3735105692.432958,
        ""vls_wdata_stall"": 285541506.40246725,
        ""valu_stall"": 0.0
    },
    ""filename"": ""/opt/mcProfiler-ubuntu18.04/output20260720015431/ISU_stall_cycles_layout20260720015516818.png""
}"
